AKM1MP6P0OYPR,132793040,5,1365811200
A2CX7LUOHB2NDG,321732944,5,1341100800
A2NWSAGRHCP8N5,439886341,1,1367193600
A2WNBOD3WNDNKT,439886341,3,1374451200
A1GI0U4ZRJA8WN,439886341,1,1334707200
A1QGNMC6O1VW39,511189877,5,1397433600
A3J3BRHTDRFJ2G,511189877,2,1397433600
A2TY0BTJOTENPG,511189877,5,1395878400
A34ATBPOK6HCHY,511189877,5,1395532800
A89DO69P0XZ27,511189877,5,1395446400
AZYNQZ94U6VDB,511189877,5,1401321600
A1DA3W4GTFXP6O,528881469,5,1405641600
A29LPQQDG7LD5J,528881469,1,1352073600
AO94DHGC771SJ,528881469,5,1370131200
AMO214LNFCEI4,528881469,1,1290643200
A28B1G1MSJ6OO1,528881469,4,1280016000
A3N7T0DY83Y4IG,528881469,3,1283990400
A1H8PY3QHMQQA0,528881469,2,1290556800
A2CPBQ5W4OGBX,528881469,2,1277078400
A265MKAR2WEH3Y,528881469,4,1294790400
A37K02NKUIT68K,528881469,5,1293235200
A2AW1SSVUIYV9Y,528881469,4,1289001600
A2AEHUKOV014BP,528881469,5,1284249600
AMLFNXUIEMN4T,528881469,1,1307836800
A2O8FIJR9EBU56,528881469,4,1278547200
A3IQGFB959IR4P,528881469,1,1327363200
AYTBGUX49LF3W,528881469,4,1398470400
A24QFSUU00IZ05,528881469,2,1293580800
A1NG5X8VYZWX0Q,528881469,1,1286582400
A1E4WG8HRWWK4R,528881469,5,1390867200
A2AOEW5UGXFOOQ,528881469,5,1294790400
A2XSWV6AQI90BR,528881469,1,1299974400
AR84FMFYCQCWF,528881469,1,1296691200
A19TBA1WARJS55,528881469,2,1340496000
A3C5SMBSKKWNPT,528881469,5,1285113600
A24EV6RXELQZ63,528881469,1,1317254400
A3T6ZQONABIJSG,528881469,1,1358035200
A132P6YSJSI5G2,528881469,2,1298851200
A1NQPG5IJ43HJI,558835155,3,1372550400
A2WOJCFAWI8VS8,059400232X,5,1379376000
A22FB2WSZSXSHH,059400232X,5,1348790400
AZQZ3STMCBG5H,059400232X,5,1395705600
A2EGPA22UHMQXL,594012015,1,1405296000
AC57CU3TF6ZMJ,594012015,5,1404172800
A2YX0Z6RHA8Y2H,594012015,1,1384300800
A38T51B7J6QVD9,594012015,1,1377129600
A1HOSS7PNC1LMU,594012015,1,1374537600
A9HI77BE35VYE,594012015,1,1373932800
A3HFUWKSPF5QEH,594012015,5,1374278400
A38ETMHM9ATSF0,594012015,1,1374105600
A34O6MND17VDDH,594017343,1,1323216000
A3JSAGWSLY5044,594017580,3,1404432000
A3B12X05JZKM94,594033896,5,1405382400
AKZOMZCNU41GZ,594033896,4,1388620800
A2XTFY0GJDF3R2,594033896,4,1300233600
A3ILG56NE5QU37,594033896,5,1399420800
AOK77THMKCGXZ,594033896,4,1394496000
A24RBL3W5W6SAN,594033926,5,1392422400
A2RX85Y4S27N2J,594033926,1,1397865600
A253JJFXQNPCOJ,594033926,4,1387584000
AHYURLVH267MA,594033926,5,1389225600
A1FXYTO11KEJ2P,594033926,4,1398297600
A2TKKYL3GKFS2M,594033926,5,1388102400
A3F069UFW04K1E,594033926,5,1392249600
A3HQ8RXUMJ2Y58,594033926,5,1400976000
A2MNKBHPMBB0EA,594033926,5,1390003200
A3HGTTFIDLCWDJ,594033926,4,1396483200
AYM7NJTTX3M0L,594033926,5,1393200000
A2PL24SVISXZM9,594033926,5,1392422400
A3I1C8WM8DLSMM,594033926,5,1395964800
A29LNVZLBG0IYN,594033926,5,1402876800
A2CP4GY6XAWIII,594033926,5,1403568000
A1UMFN4RKU451R,594033934,5,1359244800
A3T3XKC7H5ACI1,594033934,5,1401235200
A1NQNJ3EAZ6CMZ,594202442,4,1360108800
A34TPQUVSQXXPX,594287995,5,1380672000
A2B4F6LP0ZLI8E,594296420,3,1398556800
A1RKH6803HVOQL,594296420,5,1365379200
A3ZNVCQCG57AY,594296420,5,1359331200
A1HM74IXWXQ5D8,594296420,5,1392854400
A2DUI0YVE1DZ48,594296420,5,1388016000
AH3LYMIBZ6DKF,594296420,5,1380672000
AWA0CM7TY98QX,594450209,5,1382313600
A244IAP7UBVHH6,594450209,5,1389139200
A3E7PG9CHDBICA,594450705,5,1403827200
A2JXAZZI9PHK9Z,594451647,5,1388707200
A1RTWWRHVIVWQW,594451647,5,1404691200
A2P5U7BDKKT7FW,594451647,2,1398556800
A262D8GC5XRU31,594451647,5,1400025600
AAZ084UMH8VZ2,594451647,5,1399161600
A3M122DYN9L5N8,594451647,1,1388707200
A3S0RV5ZQ37538,594451647,4,1399075200
A150Y5KRN7FWJJ,594451647,5,1384646400
AEZ3CR6BKIROJ,594451647,4,1405036800
